STATIONS_ID;MESS_DATUM;QN_3;  FX;  FM;QN_4; RSK;RSKF; SDK;SHK_TAG;  NM; VPM;  PM; TMK; UPM; TXK; TNK; TGK;eor
       3137;20181208;-999;-999;-999;    3;   9.6;   4;-999;-999;  -999;   8.6;    -999;    7.2;   84.58;    9.4;    5.5;    4.1;eor
       3137;20181209;-999;-999;-999;    3;   6.5;   4;-999;-999;  -999;   8.7;    -999;    7.5;   83.29;    9.2;    5.5;    3.7;eor
       3137;20181210;-999;-999;-999;    3;   1.6;   4;-999;-999;  -999;   7.0;    -999;    4.6;   83.13;    6.3;    3.3;    1.2;eor
       3137;20181211;-999;-999;-999;    3;   0.1;   4;-999;-999;  -999;   6.8;    -999;    3.5;   86.17;    5.3;    2.4;    0.6;eor
       3137;20181212;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;   6.4;    -999;    3.1;   83.83;    4.9;    1.6;   -1.8;eor
       3137;20181213;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;   5.0;    -999;    0.7;   77.08;    2.2;   -0.7;   -2.3;eor
       3137;20181214;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;   4.2;    -999;    0.0;   68.58;    0.4;   -0.5;   -1.3;eor
       3137;20181215;-999;-999;-999;    3;   1.8;   4;-999;-999;  -999;   4.3;    -999;   -0.4;   71.96;    0.3;   -2.3;   -3.8;eor
       3137;20181216;-999;-999;-999;    3;   1.1;   4;-999;-999;  -999;   5.2;    -999;   -1.5;   94.33;    0.6;   -3.1;   -3.1;eor
       3137;20181217;-999;-999;-999;    3;   0.7;   4;-999;-999;  -999;   7.0;    -999;    2.1;   98.54;    5.0;    0.0;   -0.8;eor
       3137;20181218;-999;-999;-999;    3;   0.1;   4;-999;-999;  -999;   7.5;    -999;    3.4;   95.75;    5.5;    0.6;   -2.2;eor
       3137;20181219;-999;-999;-999;    3;   0.9;   4;-999;-999;  -999;   7.1;    -999;    2.5;   96.21;    4.0;    0.6;   -1.3;eor
       3137;20181220;-999;-999;-999;    3;   1.7;   4;-999;-999;  -999;   8.4;    -999;    5.7;   91.92;    7.5;    2.7;    1.3;eor
       3137;20181221;-999;-999;-999;    3;   3.8;   4;-999;-999;  -999;  10.0;    -999;    9.3;   84.54;   12.7;    5.8;    5.4;eor
       3137;20181222;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;   9.3;    -999;   10.7;   72.17;   12.0;    8.4;    6.3;eor
       3137;20181223;-999;-999;-999;    3;  10.5;   4;-999;-999;  -999;  10.0;    -999;    8.7;   88.13;   13.0;    7.0;    5.6;eor
       3137;20181224;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;   7.1;    -999;    5.0;   80.00;   10.7;   -0.1;   -4.7;eor
       3137;20181225;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;   5.4;    -999;    1.8;   77.58;    4.3;   -1.0;   -4.8;eor
       3137;20181226;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;   4.9;    -999;   -2.7;   98.38;   -0.7;   -5.0;   -7.8;eor
       3137;20181227;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;   5.3;    -999;   -2.0;  100.00;   -1.1;   -3.1;   -2.7;eor
       3137;20181228;-999;-999;-999;    3;   0.1;   4;-999;-999;  -999;   5.6;    -999;   -1.2;  100.00;   -0.4;   -1.7;   -1.4;eor
       3137;20181229;-999;-999;-999;    3;   0.9;   4;-999;-999;  -999;   6.5;    -999;    1.2;   97.29;    5.2;   -1.6;   -1.4;eor
       3137;20181230;-999;-999;-999;    3;   0.1;   4;-999;-999;  -999;   8.0;    -999;    6.6;   81.88;    7.8;    5.0;    3.8;eor
       3137;20181231;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;   9.5;    -999;    8.0;   89.17;    9.4;    5.8;    5.2;eor
       3137;20190101;-999;-999;-999;    3;   1.0;   4;-999;-999;  -999;   8.3;    -999;    6.7;   84.21;    8.4;    3.9;    2.4;eor
       3137;20190102;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;   5.2;    -999;    3.2;   67.79;    5.3;    0.2;   -5.2;eor
       3137;20190103;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;   5.7;    -999;    1.7;   82.75;    3.5;   -0.3;   -4.4;eor
       3137;20190104;-999;-999;-999;    3;   1.4;   4;-999;-999;  -999;   6.2;    -999;    2.4;   84.88;    3.9;    0.3;   -3.2;eor
       3137;20190105;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;   7.8;    -999;    5.1;   88.92;    7.3;    2.5;    2.1;eor
       3137;20190106;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;   7.7;    -999;    5.4;   86.00;    6.0;    4.6;    4.0;eor
       3137;20190107;-999;-999;-999;    3;   3.0;   4;-999;-999;  -999;   7.1;    -999;    4.8;   82.46;    6.6;    3.6;    3.2;eor
       3137;20190108;-999;-999;-999;    3;   2.8;   4;-999;-999;  -999;   7.5;    -999;    5.4;   83.38;    6.5;    3.8;    1.5;eor
       3137;20190109;-999;-999;-999;    3;   0.1;   4;-999;-999;  -999;   5.7;    -999;    2.8;   76.21;    4.4;    1.3;   -0.2;eor
       3137;20190110;-999;-999;-999;    3;   0.1;   4;-999;-999;  -999;   4.8;    -999;    1.1;   72.29;    2.4;   -0.5;   -3.9;eor
       3137;20190111;-999;-999;-999;    3;   1.2;   4;-999;-999;  -999;   6.4;    -999;    1.4;   93.46;    5.1;   -0.5;   -1.4;eor
       3137;20190112;-999;-999;-999;    3;   6.5;   4;-999;-999;  -999;   7.9;    -999;    5.0;   90.38;    6.2;    4.3;    2.6;eor
       3137;20190113;-999;-999;-999;    3;   5.3;   4;-999;-999;  -999;   9.2;    -999;    7.3;   89.25;    9.4;    5.5;    3.8;eor
       3137;20190114;-999;-999;-999;    3;   0.5;   4;-999;-999;  -999;   6.9;    -999;    4.5;   80.75;    6.8;    2.1;    0.0;eor
       3137;20190115;-999;-999;-999;    3;   0.0;   4;-999;-999;  -999;   6.7;    -999;    4.2;   81.33;    6.3;    1.8;    0.4;eor
       3137;20190116;-999;-999;-999;    3;   0.7;   4;-999;-999;  -999;   6.7;    -999;    4.4;   80.46;    5.7;    2.6;   -1.1;eor
       3137;20190117;-999;-999;-999;    3;   3.0;   4;-999;-999;  -999;   7.1;    -999;    4.5;   83.08;    7.4;    1.7;   -0.3;eor
       3137;20190118;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;   5.1;    -999;    0.8;   79.25;    2.8;   -1.9;   -6.8;eor
       3137;20190119;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;   4.3;    -999;   -1.6;   79.13;    1.5;   -4.1;   -9.4;eor
       3137;20190120;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;   3.9;    -999;   -3.2;   81.29;   -0.6;   -5.3;   -9.9;eor
       3137;20190121;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;   3.8;    -999;   -3.4;   80.92;   -0.2;   -6.1;  -11.6;eor
       3137;20190122;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;   4.0;    -999;   -4.7;   93.58;   -2.5;   -8.1;  -11.8;eor
       3137;20190123;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;   4.1;    -999;   -2.6;   81.38;   -2.0;   -3.0;   -3.4;eor
       3137;20190124;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;   3.8;    -999;   -2.9;   77.58;   -2.3;   -4.0;   -6.6;eor
       3137;20190125;-999;-999;-999;    3;   0.9;   4;-999;-999;  -999;   4.8;    -999;   -1.3;   84.88;    1.7;   -3.6;   -3.9;eor
       3137;20190126;-999;-999;-999;    3;   0.3;   4;-999;-999;  -999;   7.1;    -999;    3.0;   92.83;    5.2;    0.4;    0.0;eor
       3137;20190127;-999;-999;-999;    3;   2.9;   4;-999;-999;  -999;   7.7;    -999;    5.2;   86.63;    7.5;    2.0;    0.7;eor
       3137;20190128;-999;-999;-999;    3;   3.0;   4;-999;-999;  -999;   6.3;    -999;    2.2;   87.75;    3.5;    0.4;    0.0;eor
       3137;20190129;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;   5.6;    -999;    0.9;   86.46;    3.2;   -1.2;   -3.5;eor
       3137;20190130;-999;-999;-999;    3;   2.2;   4;-999;-999;  -999;   5.4;    -999;   -0.3;   90.25;    1.6;   -1.9;   -5.4;eor
       3137;20190131;-999;-999;-999;    3;   4.0;   4;-999;-999;  -999;   5.3;    -999;   -1.0;   93.25;    1.1;   -2.3;  -10.9;eor
       3137;20190201;-999;-999;-999;    3;   0.6;   4;-999;-999;  -999;   6.3;    -999;    1.2;   95.25;    3.2;   -1.1;   -1.3;eor
       3137;20190202;-999;-999;-999;    3;   0.2;   4;-999;-999;  -999;   7.2;    -999;    2.5;   97.71;    3.8;    1.4;    0.0;eor
       3137;20190203;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;   5.8;    -999;    2.3;   81.13;    3.4;    1.0;   -1.7;eor
       3137;20190204;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;   5.3;    -999;    1.2;   79.75;    4.4;   -1.9;   -6.5;eor
       3137;20190205;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;   5.7;    -999;    2.1;   79.63;    4.6;   -0.8;   -4.4;eor
       3137;20190206;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;   5.8;    -999;    1.1;   88.21;    4.7;   -2.1;   -5.4;eor
       3137;20190207;-999;-999;-999;    3;   0.5;   4;-999;-999;  -999;   6.5;    -999;    1.6;   93.46;    5.8;   -1.1;   -3.3;eor
       3137;20190208;-999;-999;-999;    3;   0.5;   4;-999;-999;  -999;   7.6;    -999;    5.5;   84.50;    8.2;    2.4;   -0.4;eor
       3137;20190209;-999;-999;-999;    3;   1.0;   4;-999;-999;  -999;   7.9;    -999;    7.3;   77.33;    9.7;    5.5;    2.2;eor
       3137;20190210;-999;-999;-999;    3;   5.9;   4;-999;-999;  -999;   8.3;    -999;    6.8;   83.75;   10.1;    4.9;    3.2;eor
       3137;20190211;-999;-999;-999;    3;   0.0;   4;-999;-999;  -999;   6.5;    -999;    4.6;   76.71;    7.1;    2.3;    0.0;eor
       3137;20190212;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;   5.8;    -999;    3.6;   73.17;    6.4;    1.7;   -1.2;eor
