STATIONS_ID;MESS_DATUM;QN_3;  FX;  FM;QN_4; RSK;RSKF; SDK;SHK_TAG;  NM; VPM;  PM; TMK; UPM; TXK; TNK; TGK;eor
        850;20181208;-999;-999;-999;    3;   6.7;   4;-999;   0;   7.0;   8.2;  991.84;    7.5;   78.42;   -999;   -999;-999;eor
        850;20181209;-999;-999;-999;    3;   5.2;   4;-999;   0;   6.8;   8.5;  988.68;    7.0;   85.17;   -999;   -999;-999;eor
        850;20181210;-999;-999;-999;    3;   5.7;   4;-999;   0;   6.0;   6.9; 1006.57;    4.3;   83.50;   -999;   -999;-999;eor
        850;20181211;-999;-999;-999;    3;   0.0;   4;-999;   0;   4.6;   6.7; 1012.49;    4.1;   82.46;   -999;   -999;-999;eor
        850;20181212;-999;-999;-999;    3;   0.0;   4;-999;   0;   6.4;   6.6; 1019.22;    2.6;   88.63;   -999;   -999;-999;eor
        850;20181213;-999;-999;-999;    3;   0.1;   4;-999;   0;   6.5;   6.0; 1017.99;    1.7;   87.71;   -999;   -999;-999;eor
        850;20181214;-999;-999;-999;    3;   0.0;   0;-999;   0;   7.3;   5.3; 1019.37;    0.7;   83.25;   -999;   -999;-999;eor
        850;20181215;-999;-999;-999;    3;   0.0;   0;-999;   0;   7.8;   4.7; 1020.27;   -0.2;   78.29;   -999;   -999;-999;eor
        850;20181216;-999;-999;-999;    3;   0.0;   4;-999;   0;   6.5;   4.7; 1008.03;   -0.8;   82.17;   -999;   -999;-999;eor
        850;20181217;-999;-999;-999;    3;   0.2;   4;-999;   0;   7.7;   6.8; 1012.55;    2.8;   89.96;   -999;   -999;-999;eor
        850;20181218;-999;-999;-999;    3;   0.0;   0;-999;   0;   6.6;   7.3; 1016.36;    4.4;   87.42;   -999;   -999;-999;eor
        850;20181219;-999;-999;-999;    3;   0.7;   4;-999;   0;   6.9;   6.7; 1007.72;    3.3;   85.50;   -999;   -999;-999;eor
        850;20181220;-999;-999;-999;    3;   4.0;   4;-999;   0;   7.2;   8.3; 1006.17;    5.5;   91.42;   -999;   -999;-999;eor
        850;20181221;-999;-999;-999;    3;   9.9;   4;-999;   0;  -999;   9.6;  996.58;    7.8;   90.25;   -999;   -999;-999;eor
        850;20181222;-999;-999;-999;    3;   5.2;   4;-999;-999;  -999;   9.2; 1002.77;    7.3;   90.67;   -999;   -999;-999;eor
        850;20181223;-999;-999;-999;    3;   9.2;   4;-999;-999;  -999;   9.1; 1009.58;    6.7;   92.74;   -999;   -999;-999;eor
        850;20181224;-999;-999;-999;    3;   0.5;   4;-999;-999;  -999;   6.9; 1019.73;    3.1;   90.54;   -999;   -999;-999;eor
        850;20181225;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;   7.0; 1024.68;    5.0;   80.63;   -999;   -999;-999;eor
        850;20181226;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;   7.8; 1022.79;    4.3;   94.33;   -999;   -999;-999;eor
        850;20181227;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;   7.1; 1019.44;    4.1;   87.29;   -999;   -999;-999;eor
        850;20181228;-999;-999;-999;    3;   1.2;   4;-999;-999;  -999;   8.2; 1020.40;    5.1;   93.63;   -999;   -999;-999;eor
        850;20181229;-999;-999;-999;    3;   9.2;   4;-999;-999;  -999;   8.8; 1018.63;    6.0;   93.79;   -999;   -999;-999;eor
        850;20181230;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;   8.6; 1020.64;    7.2;   85.04;   -999;   -999;-999;eor
        850;20181231;-999;-999;-999;    3;   0.4;   4;-999;-999;  -999;  10.0; 1023.99;    7.7;   94.58;   -999;   -999;-999;eor
        850;20190101;-999;-999;-999;    3;   1.7;   4;-999;-999;  -999;   8.1; 1015.34;    6.3;   84.42;   -999;   -999;-999;eor
        850;20190102;-999;-999;-999;    3;   0.0;   0;-999;   0;   1.4;   4.9; 1023.50;    2.7;   66.92;   -999;   -999;-999;eor
        850;20190103;-999;-999;-999;    3;   0.0;   0;-999;   0;   2.8;   5.0; 1029.54;   -1.3;   89.71;   -999;   -999;-999;eor
        850;20190104;-999;-999;-999;    3;   3.0;   4;-999;   0;   7.6;   7.1; 1024.43;    2.3;   95.92;   -999;   -999;-999;eor
        850;20190105;-999;-999;-999;    3;   0.7;   4;-999;   0;  -999;   9.6; 1017.33;    7.1;   94.83;   -999;   -999;-999;eor
        850;20190106;-999;-999;-999;    3;   0.5;   4;-999;   0;   7.3;   9.0; 1022.37;    6.1;   95.17;   -999;   -999;-999;eor
        850;20190107;-999;-999;-999;    3;   9.7;   4;-999;   0;   7.8;   8.7; 1019.32;    5.8;   94.54;   -999;   -999;-999;eor
        850;20190108;-999;-999;-999;    3;   8.6;   4;-999;   0;   7.5;   8.0;  999.24;    5.5;   88.79;   -999;   -999;-999;eor
        850;20190109;-999;-999;-999;    3;   0.1;   4;-999;   0;   7.3;   5.5; 1007.26;    2.6;   74.63;   -999;   -999;-999;eor
        850;20190110;-999;-999;-999;    3;   0.9;   4;-999;   0;   7.0;   5.1; 1018.15;    0.8;   79.54;   -999;   -999;-999;eor
        850;20190111;-999;-999;-999;    3;   0.7;   4;-999;   0;   7.5;   7.7; 1012.54;    4.0;   92.83;   -999;   -999;-999;eor
