STATIONS_ID;MESS_DATUM;QN_3;  FX;  FM;QN_4; RSK;RSKF; SDK;SHK_TAG;  NM; VPM;  PM; TMK; UPM; TXK; TNK; TGK;eor
       1358;20181208;   10;  30.3;  17.2;    3;   9.0;   8;    0.000;   1;   7.8;   5.5;  865.57;   -1.0;   97.33;    2.1;   -2.3;   -2.3;eor
       1358;20181209;   10;  29.2;  17.2;    3;  13.1;   7;    0.000;   8;   8.0;   5.8;  859.62;   -0.5;   97.83;    0.3;   -2.6;   -1.2;eor
       1358;20181210;   10;  31.0;  17.2;    3;  15.9;   7;    0.000;  20;   7.9;   4.4;  870.38;   -3.9;   94.88;   -2.2;   -4.8;   -4.9;eor
       1358;20181211;   10;  29.2;  15.4;    3;  30.1;   7;    0.000;  32;   8.0;   4.3;  872.77;   -3.9;   94.63;   -3.6;   -4.3;   -4.2;eor
       1358;20181212;   10;  15.4;   7.3;    3;   4.6;   7;    0.000;  58;   8.0;   3.9;  878.43;   -5.3;   93.46;   -4.3;   -7.1;   -7.4;eor
       1358;20181213;   10;  16.0;   9.1;    3;   2.1;   7;    0.000;  59;   8.0;   3.1;  876.95;   -7.9;   91.58;   -7.1;   -8.4;   -8.7;eor
       1358;20181214;   10;  18.4;  12.1;    3;   0.3;   7;    0.000;  58;   8.0;   3.0;  877.80;   -8.4;   92.08;   -8.1;   -9.1;   -9.3;eor
       1358;20181215;   10;  12.1;   4.0;    3;   0.1;   7;    0.017;  57;   7.8;   3.2;  880.22;   -7.8;   94.88;   -6.5;   -9.0;   -9.3;eor
       1358;20181216;   10;  18.7;  10.8;    3;   0.0;   7;    0.183;  57;   7.3;   3.1;  872.00;   -8.3;   93.00;   -5.2;   -9.5;  -10.1;eor
       1358;20181217;   10;  17.5;  10.3;    3;   1.2;   7;    2.433;  56;   7.4;   5.0;  878.42;   -2.7;   98.46;   -0.4;   -5.2;   -4.8;eor
       1358;20181218;   10;  15.5;   7.7;    3;   0.0;   7;    0.533;  54;   7.4;   5.0;  882.96;   -2.5;   97.83;   -0.8;   -4.2;   -5.6;eor
       1358;20181219;   10;  16.7;   9.4;    3;   7.7;   8;    0.000;  52;   7.2;   4.9;  876.91;   -2.3;   94.08;    0.3;   -5.4;   -6.3;eor
       1358;20181220;   10;  20.2;  11.7;    3;   4.0;   7;    0.000;  52;   7.9;   5.3;  874.98;   -1.5;   96.96;   -0.7;   -2.8;   -3.0;eor
       1358;20181221;   10;  30.9;  16.8;    3;  21.2;   8;    0.000;  55;   7.9;   5.9;  870.18;   -0.2;   97.96;    2.4;   -1.4;   -1.5;eor
       1358;20181222;   10;  29.8;  17.2;    3;  10.9;   8;    0.000;  50;   7.8;   6.6;  870.88;    1.2;   98.50;    2.4;   -0.2;   -0.2;eor
       1358;20181223;   10;  23.0;  12.1;    3;  22.4;   7;    0.000;  45;   8.0;   5.8;  876.34;   -0.5;   97.79;   -0.1;   -1.6;   -1.1;eor
       1358;20181224;   10;  20.4;  11.2;    3;  12.3;   7;    0.000;  65;   8.0;   4.2;  878.97;   -4.3;   94.13;   -1.6;   -6.8;   -6.9;eor
       1358;20181225;   10;  22.3;  13.4;    3;   5.8;   7;    0.000;  70;   8.0;   4.3;  886.33;   -4.1;   94.50;   -3.5;   -5.4;   -5.4;eor
       1358;20181226;   10;  23.2;  13.7;    3;   1.1;   6;    0.000;  71;   8.0;   5.0;  885.28;   -2.4;   96.38;    0.3;   -5.4;   -5.6;eor
       1358;20181227;   10;  17.5;  11.4;    3;   0.0;   0;    1.817;  62;   7.5;   5.4;  884.31;    0.2;   87.08;    1.6;   -1.3;   -2.0;eor
       1358;20181228;   10;  18.5;  10.4;    3;   0.5;   7;    2.333;  57;   6.5;   4.3;  883.58;   -2.0;   82.33;   -0.3;   -4.1;   -5.1;eor
       1358;20181229;   10;  26.7;  12.0;    3;  11.3;   8;    0.000;  56;   8.0;   5.0;  884.17;   -2.3;   96.71;   -1.3;   -3.0;   -3.1;eor
       1358;20181230;   10;  28.6;  17.3;    3;  14.4;   8;    0.000;  63;   8.0;   5.3;  881.50;   -1.7;   97.08;   -0.8;   -2.4;   -2.5;eor
       1358;20181231;   10;  20.2;   9.7;    3;   6.5;   8;    0.000;  69;   8.0;   5.6;  887.31;   -0.9;   97.63;    0.0;   -1.9;   -2.0;eor
       1358;20190101;   10;  34.1;  18.0;    3;  -999;   8;    0.000;  68;   7.8;   5.6;  879.11;   -1.0;   97.50;    0.0;   -5.2;   -5.3;eor
       1358;20190102;   10;  31.2;  16.5;    3;  -999;-999;    0.000;-999;   7.6;   3.4;  878.98;   -6.8;   91.63;   -4.8;   -9.8;  -10.1;eor
       1358;20190103;   10;  21.0;  13.0;    3;  -999;   7;    0.000;-999;   7.8;   3.0;  885.62;   -8.4;   91.00;   -7.7;   -9.6;   -9.8;eor
       1358;20190104;   10;  23.3;  13.6;    3;  -999;-999;    0.000;-999;   8.0;   3.7;  883.96;   -5.8;   92.75;   -2.6;   -8.4;   -8.6;eor
       1358;20190105;   10;  27.5;  15.7;    3;  -999;   8;    0.000;-999;   8.0;   5.4;  877.66;   -1.3;   96.92;   -0.2;   -2.6;   -2.6;eor
       1358;20190106;   10;  21.1;  11.3;    3;  -999;   8;    0.000;-999;   8.0;   4.4;  882.52;   -4.0;   95.38;   -1.7;   -5.5;   -5.1;eor
       1358;20190107;   10;  25.2;  12.2;    3;  -999;   8;    0.000;-999;   8.0;   5.1;  883.30;   -2.1;   96.88;   -1.4;   -3.2;   -2.7;eor
       1358;20190108;   10;  34.3;  20.1;    3;  -999;-999;    0.000;-999;   7.9;   4.7;  865.52;   -2.8;   95.58;   -2.2;   -4.8;   -2.9;eor
       1358;20190109;   10;  28.8;  16.2;    3;  -999;   7;    0.000;-999;   8.0;   3.7;  864.00;   -5.8;   92.83;   -4.8;   -6.1;   -5.6;eor
       1358;20190110;   10;  18.4;  10.7;    3;  -999;   7;    0.000;-999;   7.8;   3.6;  875.90;   -6.5;   94.08;   -5.2;   -9.4;   -8.3;eor
       1358;20190111;   10;  27.4;  12.6;    3;  -999;   7;    0.000;-999;   8.0;   3.5;  875.63;   -7.0;   95.13;   -2.9;  -10.1;   -9.8;eor
       1358;20190112;   10;  26.9;  18.9;    3;  -999;   7;    0.000;-999;   8.0;   4.9;  871.22;   -2.7;   97.83;   -2.0;   -3.0;   -4.2;eor
       1358;20190113;   10;  34.6;  18.7;    3;  -999;   8;    0.000;-999;   8.0;   5.5;  860.94;   -1.4;   99.33;   -0.1;   -2.5;   -3.2;eor
       1358;20190114;   10;  36.0;  19.7;    3;  -999;   7;    0.000;-999;   7.6;   3.9;  861.82;   -5.3;   93.83;   -1.5;   -7.7;   -3.8;eor
       1358;20190115;   10;  31.6;  19.3;    3;  -999;   7;    0.083;-999;   7.8;   4.2;  870.80;   -4.6;   95.75;   -2.2;   -7.0;   -4.1;eor
       1358;20190116;   10;  27.1;  15.8;    3;  -999;   7;    0.000;-999;   8.0;   4.9;  869.38;   -2.6;   97.33;   -1.8;   -3.7;   -3.2;eor
       1358;20190117;   10;  34.7;  17.4;    3;  -999;   7;    0.000;-999;   7.7;   5.1;  863.15;   -2.3;   97.54;   -0.9;   -4.6;   -3.1;eor
       1358;20190118;   10;  23.0;   9.3;    3;  -999;   7;    3.450;-999;   5.3;   3.0;  872.94;   -8.1;   87.25;   -4.6;  -10.8;   -5.5;eor
       1358;20190119;   10;  13.9;   6.7;    3;  -999;   0;    7.733;-999;   6.5;   2.3;  874.97;   -9.4;   75.33;   -6.8;  -10.9;   -7.6;eor
       1358;20190120;   10;  12.3;   6.9;    3;  -999;   7;    3.167;-999;   6.8;   2.6;  873.17;   -9.9;   89.88;   -8.2;  -11.9;   -8.5;eor
       1358;20190121;   10;  10.4;   5.2;    3;  -999;   0;    5.383;-999;   4.5;   2.8;  876.23;   -9.0;   89.92;   -6.1;  -10.3;   -8.2;eor
       1358;20190122;   10;  12.2;   4.3;    3;  -999;   0;    8.750;-999;   0.3;   2.3;  868.09;   -7.8;   67.88;   -3.1;  -11.6;  -10.0;eor
       1358;20190123;   10;  18.5;  10.2;    3;  -999;   7;    7.583;-999;   7.9;   2.1;  858.84;  -11.0;   79.75;   -8.8;  -12.7;   -9.6;eor
       1358;20190124;   10;  11.4;   3.9;    3;  -999;   7;    0.000;-999;   8.0;   2.7;  865.25;   -9.9;   91.50;   -7.3;  -12.1;   -9.3;eor
       1358;20190125;   10;  21.1;   7.9;    3;  -999;   7;    0.000;-999;   8.0;   2.5;  869.31;  -10.4;   89.50;   -8.3;  -12.0;   -8.0;eor
       1358;20190126;   10;  27.0;  16.9;    3;  -999;-999;    0.000;-999;   8.0;   4.4;  863.92;   -4.0;   94.50;   -1.4;   -8.4;   -7.7;eor
       1358;20190127;   10;  20.7;  13.2;    3;  -999;   7;    0.000;-999;   8.0;   5.0;  854.67;   -2.3;   96.08;   -1.7;   -2.9;   -5.6;eor
       1358;20190128;   10;  22.3;  13.3;    3;  -999;   7;    0.000;-999;   7.7;   4.2;  854.10;   -4.3;   94.13;   -2.0;   -5.3;   -4.0;eor
       1358;20190129;   10;  25.6;   9.9;    3;  -999;   7;    0.050;-999;   7.5;   3.5;  862.50;   -6.6;   93.25;   -4.9;   -8.2;   -3.9;eor
       1358;20190130;   10;  18.0;  10.4;    3;  -999;   7;    1.833;-999;   7.9;   3.2;  857.80;   -7.5;   91.79;   -5.5;   -9.6;   -3.9;eor
       1358;20190131;   10;  13.2;   8.5;    3;  -999;   7;    5.050;-999;   7.0;   3.5;  858.80;   -6.6;   93.04;   -4.9;   -8.0;   -3.9;eor
       1358;20190201;   10;  17.4;  10.1;    3;  -999;   8;    0.000;-999;   7.9;   3.9;  855.38;   -5.3;   93.33;   -0.3;   -8.4;   -3.8;eor
       1358;20190202;   10;  14.8;   7.6;    3;  -999;   8;    0.083;-999;   7.9;   5.4;  857.73;   -1.3;   96.88;    0.2;   -3.6;   -3.6;eor
       1358;20190203;   10;  22.8;  12.8;    3;  -999;-999;    0.000;-999;   8.0;   3.7;  869.03;   -5.9;   93.13;   -3.1;   -6.9;   -3.0;eor
       1358;20190204;   10;  19.9;   9.8;    3;  -999;-999;    5.783;-999;   7.0;   3.4;  883.50;   -6.5;   90.08;   -1.9;   -8.3;   -2.9;eor
       1358;20190205;   10;  15.5;   9.6;    3;  -999;   0;    4.100;-999;   6.6;   3.6;  883.88;   -5.2;   84.21;   -2.3;   -7.7;   -3.3;eor
       1358;20190206;   10;  12.8;   7.4;    3;  -999;-999;    9.283;-999;   5.4;   2.9;  883.79;   -1.0;   54.54;    2.6;   -5.8;   -3.2;eor
       1358;20190207;   10;  19.7;  13.4;    3;  -999;-999;    0.767;-999;   7.9;   3.6;  874.63;   -0.8;   63.79;    2.0;   -3.3;   -3.2;eor
       1358;20190208;   10;  22.1;  14.3;    3;  -999;-999;    0.417;-999;   8.0;   4.9;  875.25;   -2.5;   95.88;   -1.9;   -3.0;   -3.0;eor
       1358;20190209;   10;  28.1;  17.6;    3;  -999;-999;    0.250;-999;   7.8;   5.2;  869.87;   -1.4;   93.92;   -0.5;   -3.1;   -2.4;eor
       1358;20190210;   10;  27.9;  15.5;    3;  -999;-999;    0.200;-999;   7.8;   5.7;  863.74;   -0.5;   96.00;    2.1;   -1.8;   -2.0;eor
       1358;20190211;   10;  30.8;  18.5;    3;  -999;   0;    0.000;-999;   7.7;   4.5;  867.99;   -3.6;   95.21;   -1.8;   -5.9;   -1.5;eor
       1358;20190212;   10;  27.4;  15.4;    3;  -999;-999;    0.000;-999;   7.8;   3.9;  883.47;   -5.3;   93.29;   -3.6;   -6.3;   -2.1;eor
       1358;20190213;   10;  21.1;  12.9;    3;  -999;-999;    0.000;-999;   8.0;   5.3;  890.49;   -1.7;   96.92;   -0.2;   -3.8;   -2.2;eor
       1358;20190214;   10;  14.3;   7.7;    3;  -999;-999;    7.267;-999;   4.1;   4.9;  893.23;   -0.7;   84.63;    2.9;   -4.0;   -1.7;eor
       1358;20190215;   10;   6.8;   3.7;    3;  -999;-999;    9.867;-999;   1.2;   4.7;  893.24;    5.2;   53.21;    9.0;    2.5;   -1.5;eor
       1358;20190216;   10;  12.4;   8.0;    3;  -999;-999;    9.800;-999;   0.3;   3.5;  889.00;    6.2;   36.79;    8.3;    4.5;   -1.2;eor
       1358;20190217;   10;  10.6;   7.3;    3;  -999;-999;    9.583;-999;   7.1;   3.5;  886.04;    6.9;   35.50;   11.3;    3.6;   -1.0;eor
       1358;20190218;   10;  13.7;   7.8;    3;  -999;-999;    9.950;-999;   3.0;   3.6;  881.96;    5.8;   38.63;    9.4;    3.5;   -0.8;eor
       1358;20190219;   10;  18.3;  11.8;    3;  -999;-999;    4.433;-999;   6.6;   4.8;  877.95;    0.6;   77.08;    4.1;   -2.1;   -0.7;eor
       1358;20190220;   10;  15.7;   9.8;    3;  -999;-999;    2.117;-999;   7.4;   5.0;  881.46;   -1.4;   90.83;    1.2;   -3.1;   -0.6;eor
       1358;20190221;   10;  19.5;  11.6;    3;  -999;-999;    0.033;-999;   7.9;   5.8;  884.07;   -0.2;   96.50;    1.3;   -2.0;   -0.7;eor
       1358;20190222;   10;  21.0;   9.6;    3;  -999;-999;    0.017;-999;   7.1;   5.2;  889.94;   -2.1;   95.50;    1.6;   -8.9;   -0.3;eor
       1358;20190223;   10;  11.3;   5.8;    3;  -999;-999;    8.700;-999;   5.9;   1.3;  895.96;   -3.1;   27.88;    0.7;   -8.9;   -2.2;eor
       1358;20190224;   10;   6.1;   3.4;    3;  -999;-999;    6.517;-999;   3.4;   3.2;  895.95;    3.1;   40.13;    6.7;   -0.3;   -3.1;eor
       1358;20190225;   10;  14.1;   6.9;    3;  -999;-999;   10.450;-999;   5.5;   5.2;  895.74;    4.7;   60.58;    7.0;    2.7;   -1.1;eor
       1358;20190226;   10;  15.0;   9.8;    3;  -999;-999;    0.033;-999;   7.5;   3.6;  891.81;    2.6;   48.04;    3.8;    1.0;   -0.9;eor
       1358;20190227;   10;  16.8;   5.9;    3;  -999;-999;   10.567;-999;   1.5;   5.1;  886.99;    6.2;   54.42;    9.8;    3.4;   -1.4;eor
       1358;20190228;   10;  22.1;  14.0;    3;  -999;-999;    9.583;-999;   3.5;   5.2;  875.03;    4.0;   63.96;    6.6;    1.7;   -0.7;eor
       1358;20190301;   10;  17.8;  10.5;    3;  -999;-999;    0.000;-999;   7.9;   6.3;  872.39;    0.7;   97.71;    1.8;   -2.6;   -0.1;eor
       1358;20190302;   10;  22.3;   9.9;    3;  -999;-999;    0.000;-999;   8.0;   5.1;  874.30;   -2.1;   96.25;    0.3;   -3.6;   -0.5;eor
       1358;20190303;   10;  24.6;  15.5;    3;  -999;-999;    0.000;-999;   7.8;   6.5;  871.26;    1.1;   98.04;    1.8;    0.3;   -0.2;eor
       1358;20190304;   10;  30.6;  16.9;    3;  -999;-999;    3.600;-999;   7.3;   5.8;  861.45;    1.4;   85.92;    5.3;   -3.1;   -0.2;eor
       1358;20190305;   10;  26.4;  15.3;    3;  -999;-999;    0.017;-999;   7.7;   4.9;  866.34;   -2.4;   95.38;   -1.6;   -3.3;   -1.5;eor
