"STATION_ID","BEGIN","END","STATION_HEIGHT","LAT","LON","STATION_NAME","BUNDESLAND"
"06196",2000-09-01,2020-06-09,610,50.1587,12.0386,"Selb-Spielberg","Bayern"
"06199",2000-08-01,2020-06-09,16,54.2484,13.0418,"Steinhagen-Negast","Mecklenburg-Vorpommern"
"06217",2001-04-01,2020-06-09,190,49.2406,6.9351,"Saarbr<U+00FC>cken-Burbach","Saarland"
"06242",2018-10-19,2020-06-09,64,50.4088,7.489,"M<U+00FC>lheim-K<U+00E4>rlich","Rheinland-Pfalz"
"06243",2018-07-12,2020-06-09,96,49.2506,8.4422,"Philippsburg KKW","Baden-W<U+00FC>rttemberg"
"06253",2001-10-01,2020-06-09,31,52.4228,12.5667,"Brandenburg/Havel","Brandenburg"
"06258",2003-01-01,2020-06-09,459,47.6845,9.4409,"Friedrichshafen-Unterraderach","Baden-W<U+00FC>rttemberg"
"06260",2002-12-01,2020-06-09,385,49.3328,9.704,"Ingelfingen-Stachenhausen","Baden-W<U+00FC>rttemberg"
"06263",2004-07-01,2020-06-09,445,47.7738,8.8219,"Singen","Baden-W<U+00FC>rttemberg"
"06272",2004-10-01,2020-06-09,283,50.8426,10.2518,"Moorgrund Gr<U+00E4>fen-Nitzendorf","Th<U+00FC>ringen"
"06273",2004-06-01,2020-06-09,36,52.5075,11.8551,"Demker","Sachsen-Anhalt"
"06275",2004-07-01,2020-06-09,325,48.6705,9.4627,"Notzingen","Baden-W<U+00FC>rttemberg"
"06305",2004-12-01,2020-06-09,193,51.2061,10.4978,"M<U+00FC>hlhausen/Th<U+00FC>ringen-G<U+00F6>rmar","Th<U+00FC>ringen"
"06312",2004-11-01,2020-06-09,362,49.5314,10.6418,"Markt Erlbach-Mosbach","Bayern"
"06314",1949-02-01,2020-06-09,308,51.0507,13.3003,"Nossen","Sachsen"
"06336",2005-11-01,2020-06-09,288,50.0132,9.654,"Lohr/Main-Halsbach","Bayern"
"06337",2004-08-01,2020-06-09,59,51.7663,7.5194,"L<U+00FC>dinghausen-Brochtrup","Nordrhein-Westfalen"
"06344",2004-12-01,2020-06-09,168,50.394,8.1423,"Runkel-Ennerich","Hessen"
"06346",2005-02-01,2020-06-09,531,48.207,11.2035,"Maisach-Galgen","Bayern"
"06347",2005-03-01,2020-06-09,304,50.0579,10.2972,"Schonungen-Mainberg","Bayern"
"07099",2004-11-01,2020-06-09,187,52.0111,10.3966,"Liebenburg-Othfresen","Niedersachsen"
"07106",2006-09-01,2020-06-09,105,52.0714,8.4565,"Bielefeld-Deppendorf","Nordrhein-Westfalen"
"07321",2005-09-01,2020-06-09,160,51.1507,11.3321,"Olbersleben","Th<U+00FC>ringen"
"07331",2005-09-01,2020-06-09,468,48.6099,10.2674,"Hermaringen-Allewind","Baden-W<U+00FC>rttemberg"
"07341",2005-07-15,2020-06-09,119,50.09,8.7862,"Offenbach-Wetterpark","Hessen"
"07367",2007-12-01,2020-06-09,144,51.9643,9.8072,"Alfeld","Niedersachsen"
"07368",2007-11-01,2020-06-09,312,51.0007,10.3621,"Eisenach","Th<U+00FC>ringen"
"07389",2006-12-01,2020-06-09,82,52.7461,13.8427,"Heckelberg","Brandenburg"
"07393",2010-01-01,2020-06-09,116,51.4493,14.2533,"Hoyerswerda","Sachsen"
"07395",2007-12-01,2020-06-09,351,48.6595,12.5388,"Gottfrieding","Bayern"
"07412",2006-10-01,2020-06-09,340,50.0083,9.4238,"Neuh<U+00FC>tten/Spessart","Bayern"
"07416",2008-09-11,2020-06-09,541,51.0112,8.2733,"Birkelbach","Nordrhein-Westfalen"
"07419",2006-12-01,2020-06-09,389,50.661,12.0756,"Langenwetzendorf-G<U+00F6>ttendorf","Th<U+00FC>ringen"
"07424",2006-12-01,2020-06-09,457,47.7724,12.9073,"Piding","Bayern"
"07427",2007-09-01,2020-06-09,17,54.0188,9.9255,"Padenstedt (Pony-Park)","Schleswig-Holstein"
"07428",2007-05-01,2020-06-09,397,50.4167,10.8156,"Veilsdorf","Th<U+00FC>ringen"
"07431",2007-11-01,2020-06-09,604,48.013,11.5524,"Oberhaching-Laufzorn","Bayern"
"07432",2007-05-01,2020-06-09,72,52.6423,10.6627,"Wittingen-Vorhop","Niedersachsen"
"10510",2009-01-01,2020-06-09,241,48.8059,9.5046,"Winterbach/Remstal","Baden-W<U+00FC>rttemberg"
"13670",2007-05-31,2020-06-09,24,51.5088,6.7018,"Duisburg-Baerl","Nordrhein-Westfalen"
"13674",2007-08-01,2020-06-09,237,49.2943,8.9053,"Waibstadt","Baden-W<U+00FC>rttemberg"
"13676",2010-01-01,2020-06-09,378,48.8608,12.0323,"Langquaid-Oberschneidhart","Bayern"
"13693",2008-06-11,2020-06-09,70,51.9258,8.3111,"G<U+00FC>tersloh/Ems","Nordrhein-Westfalen"
"13696",2007-12-01,2020-06-09,60,51.5966,7.4049,"Waltrop-Abdinghof","Nordrhein-Westfalen"
"13700",2008-05-01,2020-06-09,205,51.3329,7.3411,"Gevelsberg-Oberbr<U+00F6>king","Nordrhein-Westfalen"
"13701",2008-09-01,2020-06-09,250,51.1945,9.9885,"Eschwege-Eltmannshausen","Hessen"
"13710",2008-04-01,2020-06-09,490,48.5734,12.2576,"Landshut-Reithof","Bayern"
"13713",2007-11-01,2020-06-09,386,51.0899,7.6289,"Meinerzhagen-Redlendorf","Nordrhein-Westfalen"
"13901",1979-02-01,2020-06-09,41,51.7343,7.1998,"Haltern (Wasserwerk)","Nordrhein-Westfalen"
"13965",2008-12-01,2020-06-09,619,48.2639,8.8134,"Balingen-Bronnhaupten","Baden-W<U+00FC>rttemberg"
"15000",2011-04-01,2020-06-09,231,50.7983,6.0244,"Aachen-Orsbach","Nordrhein-Westfalen"
"15120",2012-03-01,2020-06-09,379,51.5572,8.7019,"Haaren","Nordrhein-Westfalen"
"15190",2018-07-01,2020-06-09,18,51.6802,6.4349,"Xanten (Wasserwerk)","Nordrhein-Westfalen"
"15200",2013-06-01,2020-06-09,327,51.2531,7.2157,"Wuppertal","Nordrhein-Westfalen"
"15207",2013-11-01,2020-06-09,317,51.2835,9.359,"Schauenburg-Elgershausen","Hessen"
"15444",2014-09-01,2020-06-09,593,48.4418,9.9216,"Ulm-M<U+00E4>hringen","Baden-W<U+00FC>rttemberg"
"15547",2016-10-01,2020-06-09,215,49.1259,9.1428,"Heilbronn/Neckar","Baden-W<U+00FC>rttemberg"
"15555",2016-05-01,2020-06-09,816,47.8761,10.5848,"Kaufbeuren-Oberbeuren","Bayern"
