"Name","IdLandkreis","LAT","LON","closest_station_id","km_to_closest_station"
"Kyffh<U+00E4>userkreis","16065",51.3247630758,10.9848331992,"00198",22.0622214135771
"Eichst<U+00E4>tt","09176",48.8980875603,11.3703873291,"01587",7.0223241795961
"M<U+00FC>nchen","09162",48.1532131611,11.5472441841,"03379",1.14690106399691
"Ostallg<U+00E4>u","09777",47.769959059,10.6397316342,"15555",12.5085691432806
"Delmenhorst","03401",53.0494043992,8.64568293102,"00691",10.1982296556416
"Hameln-Pyrmont","03252",52.0951381895,9.38989545155,"01993",1.15101939804663
"Coesfeld","05558",51.8668510417,7.36601223345,"06337",15.3853017842388
"Altenkirchen (Westerwald)","07132",50.750747657,7.74412525976,"02211",6.61005520302639
"Mainz-Bingen","07339",49.9220138826,8.07964875059,"03137",10.7721327153624
"Dessau-Ro<U+00DF>lau","15001",51.8537380889,12.2310559599,"02704",19.0619060934073
"G<U+00F6>rlitz","14626",51.2256177492,14.750796811,"01684",15.6245684509302
"Enzkreis","08236",48.9144669267,8.73708120338,"03925",3.56050864725936
"Karlsruhe","08212",49.0113339856,8.41266976981,"04177",7.41401676945421
"Ostalbkreis","08136",48.877525969,10.0901573582,"01197",12.8211588651979
"Aschaffenburg","09671",50.0080931044,9.23803745665,"07412",13.2899499047836
"Kaufbeuren","09762",47.8799285987,10.6160967463,"15555",2.37526588884207
"Landsberg am Lech","09181",48.0244353759,10.9487346774,"02905",19.292192029748
"M<U+00FC>hldorf am Inn","09183",48.2393145242,12.3818280217,"03366",9.97320120225108
"Cottbus","12052",51.7726930018,14.3662188537,"00880",3.42382260067351
"Hersfeld-Rotenburg","06632",50.90618961,9.7529324059,"02171",6.12650288408762
"Wetteraukreis","06440",50.3547764783,8.90765705912,"03442",11.1585514852178
"Hagen","05914",51.348045073,7.49755553757,"13700",11.0098146719458
"M<U+00FC>lheim an der Ruhr","05117",51.4137814936,6.878461621,"01303",6.28941711478314
"Trier-Saarburg","07235",49.6964711338,6.69519559648,"05100",6.3138589130703
"Saarpfalz-Kreis","10045",49.2486993859,7.24222124863,"04336",10.5638514185528
"Altmarkkreis Salzwedel","15081",52.6800481605,11.2270452746,"01544",21.7672341796893
"Anhalt-Bitterfeld","15082",51.7954450255,12.1432020671,"02704",10.4552758640729
"B<U+00F6>rde","15083",52.2207122989,11.3478384337,"05158",13.5353051973879
"Mittelsachsen","14522",50.9558166403,13.1375068135,"06314",15.543793849273
"Erfurt","16051",50.9832526908,11.0202248069,"01270",4.16474527998307
"Hohenlohekreis","08126",49.2715461389,9.61413578119,"06260",9.43640514611783
"Tuttlingen","08327",48.01120044,8.7941361763,"02638",10.8870164961954
"Freising","09178",48.4473569802,11.7406716932,"05404",6.04298726794814
"Garmisch-Partenkirchen","09180",47.5563489806,11.1296286125,"01550",9.61471047725764
"Lichtenfels","09478",50.1093305037,11.1169215721,"02750",21.5575228953254
"Miesbach","09182",47.7416453347,11.8089897365,"02319",17.7872083397296
"Neustadt an der Waldnaab","09374",49.6865828841,12.0982574415,"05397",6.61008208570922
"Kassel","06633",51.4012961379,9.4070389164,"15207",13.5318088613263
"Odenwaldkreis","06437",49.6715861652,8.97952523934,"03284",2.10573130212277
"Wiesbaden","06414",50.0791566662,8.26036646911,"05541",7.1381764658496
"Vorpommern-R<U+00FC>gen","13073",54.2842029523,12.9915254157,"06199",5.15438941940711
"Holzminden","03255",51.8806325752,9.55140269027,"02323",4.93991606598999
"Bonn","05314",50.7057346173,7.10983940994,"00603",7.17000924931252
"Paderborn","05774",51.6641754561,8.7196350334,"15120",11.9713980495549
"Ahrweiler","07131",50.4675853221,7.04497643896,"03490",7.98774886223143
"Donnersbergkreis","07333",49.631983052,7.9150113274,"04323",2.7956545509906
"Mei<U+00DF>en","14627",51.239397748,13.4829006825,"03234",12.7341461238074
"Pl<U+00F6>n","01057",54.2433885939,10.3636951573,"06163",8.71555265422763
"Stormarn","01062",53.7208005726,10.3316398811,"05280",23.4774967291058
"Altenburger Land","16077",50.9564246614,12.3991313423,"04997",4.62551147275346
"Jena","16053",50.9242638034,11.5870112529,"02444",0.296459696268816
