"Name","IdLandkreis","LAT","LON","closest_station_id","km_to_closest_station"
"Mansfeld-S<U+00FC>dharz","15087",51.5356901778,11.3563584729,"00198",18.4906205626348
"Herzogtum Lauenburg","01053",53.5890024203,10.6018592215,"01736",5.44045967395326
"Ha<U+00DF>berge","09674",50.0628789327,10.6069788351,"06347",22.145225164284
"Rosenheim","09187",47.8783797472,12.162753976,"04261",2.61745277444329
"Gro<U+00DF>-Gerau","06433",49.9045086093,8.47025247743,"01420",13.9988854009197
"Main-Taunus-Kreis","06436",50.1025789147,8.43457121479,"05541",9.00867606880425
"Schwerin","13004",53.6215100516,11.4165299501,"04625",3.0344539673996
"Braunschweig","03101",52.275221093,10.5241080552,"00662",5.59362986081561
"D<U+00FC>sseldorf","05111",51.235456959,6.81020262394,"01078",7.33618271248093
"K<U+00F6>ln","05315",50.9456668791,6.97321855167,"02968",4.87847542766765
"Speyer","07318",49.3297181375,8.43501974938,"06243",8.82280649840464
"Westerwaldkreis","07143",50.5523493705,7.86568137201,"03340",13.3786533266716
"Heilbronn","08125",49.177198517,9.19077872323,"15547",6.6942768642381
"Bayreuth","09462",49.9377427404,11.5846727854,"00320",5.66111504519932
"M<U+00FC>nchen","09184",48.0744744023,11.6313680405,"07431",9.02060603887259
"Starnberg","09188",48.0060469771,11.2817326717,"00217",15.5854868223889
"Traunstein","09189",47.8945427587,12.5795750694,"00856",3.13872440533162
"Oberspreewald-Lausitz","12066",51.6163005208,13.9436173031,"02627",7.91708888604979
"Potsdam-Mittelmark","12069",52.246294705,12.6891435021,"05546",21.0544897811187
"Darmstadt","06411",49.88144614,8.66468155462,"00917",0.950125869970057
"Vogelsbergkreis","06535",50.6381193653,9.27137950882,"02897",6.46046208518786
"Ammerland","03451",53.2184881736,8.01326226621,"01503",18.697757708668
"Wesermarsch","03461",53.357641762,8.38864623114,"00642",7.22295931464413
"Minden-L<U+00FC>bbecke","05770",52.3524754985,8.73934839311,"04063",14.5154956945089
"Landau in der Pfalz","07313",49.2244938821,8.05060075998,"00377",13.655125717108
"S<U+00FC>dliche Weinstra<U+00DF>e","07337",49.1903823441,8.04807600445,"00377",10.0075585721379
"Sonneberg","16072",50.4146305494,11.1329526551,"03513",9.52609994545612
"Biberach","08426",48.1075826288,9.77425436647,"02886",15.8472959108635
"Ludwigsburg","08118",48.940602979,9.12434425665,"04349",4.30117295542744
"Zollernalbkreis","08417",48.2672389069,8.93742839835,"13965",9.19839254525664
"Kelheim","09273",48.8249414287,11.857554442,"13676",13.4101401724281
"Lahn-Dill-Kreis","06532",50.6482687297,8.36532824,"00979",12.0056501814572
"Schwalm-Eder-Kreis","06634",51.0237758195,9.3736523386,"01504",12.4647814278107
"Aurich","03452",53.4964307678,7.36808958075,"05839",15.1936565364401
"L<U+00FC>chow-Dannenberg","03354",53.0198717176,11.1229198942,"03093",5.37284343976351
"Remscheid","05120",51.1826933037,7.22411565185,"15200",7.85957288517194
"Solingen","05122",51.1624551579,7.06606973298,"05717",7.54070747687921
"Unna","05978",51.5785745363,7.63644458507,"13696",16.1399363239547
"Mayen-Koblenz","07137",50.3316078654,7.33216943214,"00161",12.0062971624452
"Rhein-Pfalz-Kreis","07338",49.416649982,8.36068108599,"01072",13.6124181928323
"Trier","07211",49.762938832,6.65505102152,"05100",1.68936364291533
"Saalekreis","15088",51.4256710773,11.865474038,"02878",3.96893810600704
"Wittenberg","15091",51.8201400674,12.7015882396,"05629",8.63182925344609
"Greiz","16076",50.7484595538,12.0740705739,"07419",9.73655005605075
"Ortenaukreis","08317",48.4209719355,8.01621990932,"01602",2.16329334688671
"Schwarzwald-Baar-Kreis","08326",48.0191197382,8.41096435345,"05229",4.717649014365
"Kronach","09476",50.3279632281,11.3720466405,"05017",8.12993032521962
"Regensburg","09375",49.0213433263,12.1211612289,"04104",2.74280331622566
"Offenbach am Main","06413",50.091078767,8.78096226536,"07341",0.392881627178248
"Mecklenburgische Seenplatte","13071",53.5436927516,13.0024606209,"05109",20.8787483844892
"Borken","05554",51.9613198354,6.89961561244,"00617",9.87413785114406
"Euskirchen","05366",50.5364731669,6.6441519123,"02497",9.20360501227258
"Heinsberg","05370",51.0493489074,6.16411292416,"02110",4.29251351695121
"Oberhausen","05119",51.5131313527,6.84712049817,"13670",10.0795358030341
"Vulkaneifel","07233",50.2383358519,6.74865373201,"03155",15.6814018410003
"Saarlouis","10044",49.3553415477,6.77554333939,"00460",12.026916407633
"Burgenlandkreis","15084",51.1472256333,11.8834224288,"03821",7.39821024388151
"Berchtesgadener Land","09172",47.6984724021,12.9018660877,"07424",8.23963218288555
"Landshut","09261",48.5446699826,12.1593416454,"13710",7.91432761152234
"Lindau (Bodensee)","09776",47.6051649499,9.88286136549,"04704",11.126815140392
"Passau","09262",48.5820983986,13.4150504225,"05856",6.1420728042882
"M<U+00E4>rkisch-Oderland","12064",52.6067238051,14.1464643331,"03376",10.045348815494
"Oberhavel","12065",52.9068326453,13.2053022184,"05745",10.5079844429388
"Darmstadt-Dieburg","06432",49.8555038512,8.79546987935,"00917",8.89684818533377
"Nordwestmecklenburg","13074",53.8215122283,11.2521094692,"00596",20.5773660320334
"Celle","03351",52.7133432321,10.1035661643,"00850",13.9953684258516
"Osnabr<U+00FC>ck","03404",52.2776798178,8.04703290985,"00342",9.41054254830018
"Osnabr<U+00FC>ck","03459",52.3816139244,8.04515734225,"00342",11.0955547460699
"Stendal","15090",52.6967781735,11.8395343529,"06273",21.0966147243473
"Chemnitz","14511",50.8263036941,12.9118299015,"00853",4.79932028950243
"Kiel","01002",54.3248406926,10.1322443646,"02564",5.90998244762325
"Rhein-Neckar-Kreis","08226",49.3684849338,8.76708442595,"13674",12.9898412620141
"Dachau","09174",48.3345482595,11.3571128101,"00142",8.63388771865842
"F<U+00FC>rth","09573",49.4466905187,10.8496864939,"03668",16.1130353154346
"Memmingen","09764",47.9787874869,10.1630276762,"03244",1.86966526357876
"Fulda","06631",50.5638809858,9.75913916517,"01526",7.49092721701913
"Rhein-Hunsr<U+00FC>ck-Kreis","07140",50.0442098205,7.50009971248,"04709",8.59007399417982
"Regionalverband Saarbr<U+00FC>cken","10041",49.2513823946,6.95729652837,"06217",2.0106200071641
"Flensburg","01001",54.7849933768,9.43852835486,"01379",4.25566939977362
"Ansbach","09571",49.2481645834,10.4681333941,"06158",10.5245485223752
"Regen","09276",49.0228144148,13.0997637882,"05800",10.1434726796981
"Herne","05916",51.5375332354,7.20855761523,"13696",15.0935877363129
"Kleve","05154",51.6523631313,6.25880908496,"15190",12.5468584952144
"Krefeld","05114",51.3452191428,6.57966800647,"05064",11.2999329780704
"M<U+00F6>nchengladbach","05116",51.1671935981,6.41197447381,"03321",5.35587775175519
"Germersheim","07334",49.1159081733,8.2461937699,"04177",17.0874732174482
"Suhl","16054",50.611602852,10.6881775642,"04501",7.46449768195157
"Roth","09576",49.2029170864,11.1235654086,"04280",2.07744848235165
"W<U+00FC>rzburg","09663",49.7846554247,9.94089602932,"05705",1.99000592736141
"Rheingau-Taunus-Kreis","06439",50.1419717211,8.08113471294,"05541",16.865716512072
"G<U+00F6>ttingen","03152",51.4989390206,9.92623513116,"01691",1.70118399459462
"Helmstedt","03154",52.2607443342,10.8888387183,"04947",3.86838888933283
"Bochum","05911",51.469927372,7.22493523189,"13700",17.2557676309829
"Bottrop","05512",51.5716938262,6.9201161778,"13670",16.6582341348548
"Frankenthal (Pfalz)","07311",49.5330640295,8.35688379873,"05692",8.04538217636504
"Halle (Saale)","15002",51.4798019096,11.9684968347,"02878",11.6818934411411
"Magdeburg","15003",52.1165976423,11.6414820231,"03126",4.29830193363689
"Esslingen","08116",48.6480216763,9.36916572775,"06275",7.31867810450779
"Ansbach","09561",49.2921846581,10.56366943,"06158",8.18514633794283
"Forchheim","09474",49.7209968812,11.1731319634,"01721",7.32275485900111
"Ostprignitz-Ruppin","12068",52.9914230426,12.6359589515,"00096",15.4151969926165
"Emden","03402",53.3606790665,7.18158411476,"05839",4.37132666199861
"Grafschaft Bentheim","03456",52.4760534093,7.01985676166,"03023",20.0875894133497
"Osterholz","03356",53.2510067251,8.80808093198,"05014",12.1444190200588
"Rotenburg (W<U+00FC>mme)","03357",53.2507583937,9.30658483814,"04275",13.7559161594983
"Rheinisch-Bergischer Kreis","05378",51.0230044262,7.19484653806,"02968",15.6635533008737
"Wuppertal","05124",51.2506036112,7.16893008228,"15200",3.270506724816
"Kaiserslautern","07335",49.446222318,7.6849815727,"02486",5.58350126056127
"Worms","07319",49.6494455343,8.32452863106,"05692",5.76790915875974
"Salzlandkreis","15089",51.8518591913,11.6427256195,"00445",5.7664072126986
"Erzgebirgskreis","14521",50.6088984202,12.9450724745,"03166",15.0024704892831
"Neum<U+00FC>nster","01004",54.0811244365,9.98448195474,"07427",7.93683034306447
"Freudenstadt","08237",48.4744061685,8.4653129709,"01468",4.74765359918355
"Mannheim","08222",49.4994190357,8.50032443773,"05906",4.27283797538503
"Sigmaringen","08437",48.0391514971,9.24100350319,"04703",5.04161640952824
"Augsburg","09772",48.3542871832,10.7320845344,"00232",17.4200990331995
"Bad Kissingen","09672",50.2225139424,9.96470110779,"02597",8.15651296389944
"Bayreuth","09472",49.8837610883,11.5551557567,"00320",9.5759911692454
"Erlangen-H<U+00F6>chstadt","09572",49.6400408309,10.9148933012,"01279",6.7542024783713
"Kulmbach","09477",50.1026420807,11.4822991401,"00320",15.3674832873579
"Tirschenreuth","09377",49.8993890086,12.2003418405,"05046",11.9773824554066
"Weilheim-Schongau","09190",47.7875370323,11.0483364745,"02290",3.17691340471748
"Potsdam","12054",52.4261784936,13.0285491746,"03987",5.49377876267791
"Hamburg","02000",53.5463773461,10.0207944156,"01975",9.90353918317791
"Ludwigslust-Parchim","13076",53.4500470376,11.5341416118,"04625",23.5252928580724
"Diepholz","03251",52.7284857794,8.70179913631,"05822",14.9754152482319
"Leer","03457",53.2435417357,7.46976164078,"05839",22.7146883546643
"G<U+00FC>tersloh","05754",51.9317089342,8.35138605299,"13693",2.84255528505392
"Herford","05758",52.1675778068,8.64393163854,"04371",10.2176131701076
"Dithmarschen","01051",54.1329109614,9.10781447873,"01200",9.52924059390317
"Segeberg","01060",53.9199857446,10.1409147199,"05280",5.63013740059724
"Gotha","16067",50.9106605802,10.6937627152,"05335",10.3291009596932
"Hildburghausen","16069",50.4340027482,10.7340904102,"07428",6.09309321034058
"S<U+00F6>mmerda","16068",51.1578080643,11.1547511823,"07321",12.4081831620078
"Heidenheim","08135",48.6622814605,10.182150425,"07331",8.56334953190119
"Rastatt","08216",48.7618192531,8.24124756893,"00257",3.88981680124229
"Reutlingen","08415",48.4064763532,9.36572629856,"03402",9.03877175061066
"T<U+00FC>bingen","08416",48.481737902,8.98763400076,"02074",11.8731432764489
"Ulm","08421",48.3908327419,9.9500211353,"15444",6.04977373485907
"Donau-Ries","09779",48.8069320352,10.7123441979,"02023",1.74369846266008
"Neustadt an der Aisch-Bad Windsheim","09575",49.5694835927,10.4652916664,"06312",13.4341862268177
"Frankfurt am Main","06412",50.117968104,8.64419039448,"01424",2.05572217419938
"Hochtaunuskreis","06434",50.2816152547,8.50464605826,"02601",7.82507762239078
"Cuxhaven","03352",53.6165865049,8.81238237187,"04841",9.57479404596153
"Nienburg (Weser)","03256",52.6092228116,9.1143129274,"03612",10.0623390267575
"Gelsenkirchen","05513",51.5539564213,7.07124023772,"01303",18.1608610847201
"Eifelkreis Bitburg-Pr<U+00FC>m","07232",50.0621597731,6.41012996519,"01964",13.2504802634476
"Jerichower Land","15086",52.2607898277,12.0265188373,"01052",10.5494120902487
"Erding","09177",48.3003970808,12.0006246986,"01262",14.831663540207
"Main-Kinzig-Kreis","06435",50.2438645181,9.28622299151,"01863",7.61293275282785
"Waldeck-Frankenberg","06635",51.1906875733,8.88888422026,"05851",12.2834497032887
"Rostock","13072",53.91204551,12.220833831,"02796",3.83427198012497
"Wolfsburg","03103",52.4107473932,10.7848707661,"05676",6.69631210138364
"Zwickau","14524",50.750774796,12.5258055075,"05797",9.59265190222736
"Rems-Murr-Kreis","08119",48.899008131,9.50121295556,"10510",10.3677185592538
"Ingolstadt","09161",48.7550927761,11.3950069326,"02700",10.7525025574268
"Kempten (Allg<U+00E4>u)","09763",47.7381842508,10.3081184931,"02559",2.59547324267909
"Neuburg-Schrobenhausen","09185",48.6644203317,11.197210668,"03484",5.08323735247239
"Straubing","09263",48.8807544792,12.5734748714,"04911",6.01350710144084
"Brandenburg an der Havel","12051",52.4027150878,12.5193337833,"06253",3.91703244049138
"Frankfurt (Oder)","12053",52.3247630784,14.4903487489,"03158",24.9957809135717
"Vorpommern-Greifswald","13075",53.7895111552,13.780696363,"00167",8.54373454607665
"Zweibr<U+00FC>cken","07320",49.2481606938,7.36539388964,"03545",14.5211733956981
"Rendsburg-Eckernf<U+00F6>rde","01058",54.2896157359,9.78174206802,"06105",3.64619712734236
"Schleswig-Flensburg","01059",54.6190195643,9.48870921465,"04466",10.8985614812846
"G<U+00F6>ppingen","08117",48.6631483606,9.71750497706,"04887",10.8330138599285
"L<U+00F6>rrach","08336",47.703504023,7.77402882816,"02377",13.8295023118668
"Augsburg","09761",48.3455708649,10.885505361,"00232",9.81908772469348
"Pfaffenhofen an der Ilm","09186",48.5962751771,11.5242827055,"02410",12.8233548009709
"Unterallg<U+00E4>u","09778",48.0398130352,10.3892327572,"03244",19.7574453147523
"Dahme-Spreewald","12061",52.0423069298,13.8199407798,"03083",13.5057233632788
"Teltow-Fl<U+00E4>ming","12072",52.073184313,13.276018196,"00303",15.3562891995278
"Offenbach","06438",50.0216774635,8.81143914637,"07341",7.81662334493637
"Northeim","03155",51.7425873324,9.84800893097,"03348",2.57067300916209
"Wolfenb<U+00FC>ttel","03158",52.1269975166,10.583953795,"07099",18.1883871792984
"Hochsauerlandkreis","05958",51.3068253808,8.38507986661,"02483",15.8406437796011
"Rhein-Erft-Kreis","05362",50.9049330282,6.71649101914,"03623",9.2919194470011
"Siegen-Wittgenstein","05970",50.9377386445,8.19517026923,"07416",9.84204316855671
"Alzey-Worms","07331",49.759441395,8.15718502019,"00150",4.62705774648886
"Leipzig","14729",51.2214366733,12.5994908653,"02928",14.9232800793098
"Schmalkalden-Meiningen","16066",50.6307076864,10.4050434075,"03231",7.98553993667455
"Wartburgkreis","16063",50.8858017017,10.2107039491,"06272",5.60941709793107
"Weimar","16055",50.9783471684,11.3178722759,"05424",5.07343622000307
"B<U+00F6>blingen","08115",48.6782256288,8.9427773012,"04160",7.28672521096372
"Konstanz","08335",47.7932127909,8.9157630123,"06263",7.34594517397158
"Neckar-Odenwald-Kreis","08225",49.4666097739,9.28011000163,"00755",6.46935467160263
"Deggendorf","09271",48.7787021164,13.0007258015,"03271",10.3795605187582
"Kitzingen","09675",49.7532253896,10.2560624461,"02600",5.91618479893302
"Main-Spessart","09677",49.9935822339,9.66268166277,"06336",2.27046449806665
"N<U+00FC>rnberger Land","09574",49.4919039379,11.3694064626,"03667",11.1410026954506
"Rottal-Inn","09277",48.4245198693,12.8673504326,"01332",12.4307923362514
"Straubing-Bogen","09278",48.89970504,12.5824039909,"04911",8.20799073658647
"Oder-Spree","12067",52.244008511,14.2190594331,"03015",7.94425772461289
"Friesland","03455",53.510362974,7.98324746163,"06157",15.9078154132669
"Heidekreis","03358",52.9283300914,9.76941135878,"04745",3.90495840681633
"Verden","03361",52.973235647,9.17546449952,"04275",20.5136909961624
"Dortmund","05913",51.5160775711,7.47490090518,"13696",10.1892821908608
"Hamm","05915",51.6651743978,7.82358619294,"05480",10.8461249470826
"M<U+00FC>nster","05515",51.954316786,7.62364679497,"01766",20.6646456024533
"Mettmann","05158",51.2571043543,6.96906518309,"05717",10.1147663320687
"Warendorf","05570",51.8702227935,7.95829493253,"01246",7.71914358115239
"Bad D<U+00FC>rkheim","07332",49.4530205976,8.11030493729,"01072",6.33468069262405
"Leipzig","14713",51.3422385995,12.3747717597,"02928",5.81480652943412
"Eichsfeld","16061",51.3836491981,10.2534853921,"02925",4.22458548201234
"Saale-Holzland-Kreis","16074",50.904172137,11.7315307817,"02444",10.6816944804862
"Saale-Orla-Kreis","16075",50.5808480206,11.7105737336,"04464",6.7672456996788
"Eisenach","16056",50.9896760625,10.3001023192,"07368",4.51375852616343
"Stuttgart","08111",48.7745339639,9.17206798796,"04928",6.30485915917702
"Bad T<U+00F6>lz-Wolfratshausen","09173",47.7274771535,11.4831153973,"00217",18.910139436867
"Bamberg","09461",49.8872221328,10.8989362521,"00282",2.11757238155324
"F<U+00FC>rstenfeldbruck","09179",48.1877932949,11.2010776242,"06346",2.1456227406657
"Oberallg<U+00E4>u","09780",47.572707564,10.2586229074,"03857",12.083418071341
"W<U+00FC>rzburg","09679",49.737626672,9.92736341488,"05705",4.24725198581431
"Havelland","12063",52.6208208123,12.6283469145,"05825",10.7023269995488
"Kassel","06611",51.3114548137,9.46020305009,"15207",7.70104140539364
"Harburg","03353",53.3157734164,9.96273884793,"00760",5.39970289024897
"L<U+00FC>neburg","03355",53.232575345,10.5732569229,"06093",7.16339229551995
"Osterode am Harz","03156",51.6779646607,10.371446621,"02174",5.84188662947399
"Duisburg","05112",51.439615769,6.73469184999,"13670",8.03213493416129
"Lippe","05766",51.9814226536,8.95083727251,"04371",19.2863454776339
"Oberbergischer Kreis","05374",51.0127091971,7.51662881723,"13713",11.6431042635499
"Olpe","05966",51.0861595881,7.97647726624,"02947",6.64476567648301
"Mainz","07315",49.9741865223,8.24149708463,"03137",2.19499031300715
"Dresden","14612",51.0664442924,13.7834490742,"01051",4.67338239936955
"Nordhausen","16062",51.5022779756,10.7309067397,"04878",20.843274251572
"Weimarer Land","16071",50.9715719951,11.3735532667,"05424",5.30740027635226
"Bodensee",NA,47.6320964263,9.4070162375,"01490",5.63490797118406
"Main-Tauber-Kreis","08128",49.5607007055,9.72508840096,"03257",9.66374696790064
"Schweinfurt","09678",50.016881784,10.2599503138,"06347",5.28609367164077
"Berlin","11000",52.5015315807,13.4018502444,"00433",3.78841606886164
"Spree-Nei<U+00DF>e","12071",51.7585932354,14.4331285714,"00880",8.24490478527264
"Emsland","03454",52.7382970162,7.40268865164,"03254",6.2681742111608
"Peine","03157",52.3041913284,10.2552878088,"00662",13.0870495946028
"Soest","05974",51.5644104976,8.21743743758,"03031",14.4645733634345
"Wesel","05170",51.6270425398,6.61836262868,"15190",13.9843745174573
